Timestamp,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8
1741036682.0764391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741036682.5621169,-2014.8309486902888,2367.742641895132,-7367.514952124948,-9650.835055212388,-9032.228175667307,462.6140549914903,-6128.513053478367,-5476.8479438838895
1741036682.5622923,-2014.2721550789065,2361.7076708921995,-7383.116469754752,-9688.96713125314,-9054.490513144794,434.8084848890883,-6146.640318231621,-5491.667150457758
1741036682.562313,-2011.120559110708,2360.411269713792,-7372.499391138482,-9687.290750418992,-9053.797609066678,444.12916232695136,-6135.9114808930735,-5478.613731695858
1741036682.562327,-2032.2429576209731,2337.523083391557,-7388.704405868579,-9684.049747472973,-9068.058022029163,437.8483221350101,-6152.764696212375,-5496.562182493471
1741036682.5623388,-2037.227396634507,2345.949691051208,-7392.727719870534,-9680.339357893392,-9067.40982143996,436.2837000231386,-6164.275844606858,-5505.726397720146
1741036682.5623507,-2038.322632112817,2338.819484569965,-7399.969685074054,-9711.095358263894,-9073.869475587544,428.25942376368334,-6184.705339039009,-5514.085950146431
1741036682.562363,-2030.901852953655,2329.9011385322974,-7396.549868172392,-9719.767835112552,-9066.113420261552,437.53539771263576,-6183.453641349512,-5508.945048921711
1741036682.5623806,-2034.6792977666016,2332.3821821668366,-7386.357472700772,-9694.06332898895,-9060.816056825644,451.0358513636412,-6172.434231333045,-5501.568973251459
1741036682.5623927,-2037.205044890052,2338.484208403136,-7385.932789556121,-9684.094450961882,-9065.6887371169,450.9240926413647,-6173.305949366802,-5502.507746518582
1741036682.5624044,-2045.2069694050515,2337.120751991362,-7399.790871118412,-9712.63762863131,-9084.151278036989,428.0582580635856,-6188.505135596412,-5515.695275747214
1741036682.5624166,-2040.513103069437,2340.026478770552,-7408.955086345088,-9734.989373086615,-9085.626493171036,414.1778247568399,-6194.316589154791,-5522.803130484001
1741036682.5624285,-2038.188521646085,2328.5600338649792,-7412.307848013384,-9724.484053192622,-9079.36800472355,417.8211591030549,-6194.27188566588,-5527.944031708722
1741036682.5624402,-2058.640367822691,2326.056638485985,-7407.6810369111345,-9704.367483182848,-9067.70039411788,423.1185225389627,-6199.010455490406,-5527.362886352884
1741036682.562452,-2056.159324188152,2329.7446763211105,-7402.964818831065,-9707.854355317872,-9041.325335660618,417.8211591030549,-6199.435138635056,-5522.132578150342
1741036682.5624635,-2035.059277422342,2344.496827661613,-7413.425435236149,-9739.59383244441,-9032.384637878497,397.2575542041725,-6211.058045751816,-5534.336630622939
1741036682.5624757,-2051.6889752970906,2325.989583252619,-7427.350572031805,-9743.058352834983,-9043.247585683774,394.0836064915188,-6205.537164871355,-5547.4571046182045
1741036682.5624871,-2080.0756907553305,2307.907021988276,-7411.994923591009,-9706.468547161645,-9043.26993742823,418.2234905032505,-6194.316589154791,-5537.2423574021295
